ID,LEXEME - curly ’unuhw,LEXEME - straight 'unuhw,ROOT,PARSE,DEFINITION,NOTE
5386,xetth’i’,xetth'i',√xetth’,√xetth’=uy’,pawn,Possibly related to √xeetth'.
5387,sxetth’i’,sxetth'i',√xetth’,s=√xetth’=uy’,"security (for a loan,what you pawn),souviner",Possibly related to √xeetth'.
5388,xew’s,xew's,√xew’s,√xew’s,new,Possibly the root is √xuw's. See also qe'is.
5389,xuw’salkwlh,xuw'salkwlh,√xew’s,√xew’s=alkwlh,dancer: new dancer,
5390,xuluw’salkwlh,xuluw'salkwlh,√xew’s,√xew’s=alkwlh=PL,dancers (new dancers),
5391,xuw’salkwlhstaam,xuw'salkwlhstaam,√xew’s,√xew’s=alkwlh=stuhw=amum,dancer: you are initiated (as a new dancer),
5392,shxuxey’elu,shxuxey'elu,√xey,shhw=√xey=elu=RDP,crying place,See also √xeem “cry”.
5393,xe’xe’,xe'xe',√xe’,√xe’=RDP,"forbidden,have strange powers",
5394,xi’xe’,xi'xe',√xe’,√xe’=RDP,ashamed,
5395,sxi’xe’,sxi'xe',√xe’,s=√xe’=RDP,embarrassment,
5396,xe’xe’staam,xe'xe'staam,√xe’,√xe’=stuhw=amu=m=RDP,forbidden: you are forbidden,
5397,xi’xe’me’thelum,xi'xe'me'thelum,√xe’,√xe’=me’=t=sel=m=RDP,"shy of: shy of me,I was an embarrassment",
5398,sxe’xe’,sxe'xe',√xe’,s=√xe’=RDP,"taboo,something forbidden",
5399,xulum’,xulum',√xulum’,√xulum’,"chiton (razorback,small rock sticker)"," See also 'ukw's,large chiton."
5400,sxuxil’,sxuxil',√xul’,s=√xul’=STA,"marked (for ex tatooed,painted)",
5401,sxuluxil’,sxuluxil',√xul’,s=√xul’=STA=PL,painted,
5402,xul’nuhw,xul'nuhw,√xul’,√xul’=nehw,"write,mark (manage to)",
5403,xul’ut,xul'ut,√xul’,√xul’=t,"write,mark"," Verify,the example is mine. TEH."
5404,xul’xul’utum,xul'xul'utum,√xul’,√xul’=t=m=PL,mark him PASS,
5405,xuxul’utum’,xuxul'utum',√xul’,√xul’=t=m=PROG,marking him PASS,
5406,xul’els,xul'els,√xul’,√xul’=els,write,
5407,xul’um,xul'um,√xul’,√xul’=m,write,
5408,xuxulul’s,xuxulul's,√xul’,√xul’=els=PROG,writing,
5409,xuxulum’,xuxulum',√xul’,√xul’=m=PROG,writing,
5410,xul’tun,xul'tun,√xul’,√xul’=ten,"pencil,pen",
5411,xuxil’tun,xuxil'tun,√xul’,√xul’=ten=PL,"pencils,pens",
5412,hwxul’alusum,hwxul'alusum,√xul’,hw=√xul’=alus=m,"paint one's eyes (eye shadow,mascara)",
5413,hwxuxula’lusum’,hwxuxula'lusum',√xul’,hw=√xul’=alus=m=PROG,painting one's eyes,
5414,xul’alst,xul'alst,√xul’,√xul’=als=t,paint rocks (for ex for new dancers),
5415,xuxulul’st,xuxulul'st,√xul’,√xul’=als=t=PROG,painting rocks,
5416,hwxul’ust,hwxul'ust,√xul’,hw=√xul’=as=t,paint someone's face,
5417,hwxuxul’ust,hwxuxul'ust,√xul’,hw=√xul’=as=t=PROG,painting someone's face,
5418,hwxul’xul’ust,hwxul'xul'ust,√xul’,hw=√xul’=as=t=PL,paint their faces,
5419,hwxul’usum,hwxul'usum,√xul’,hw=√xul’=as=m,paint one's face,
5420,hwxuxul’usum’,hwxuxul'usum',√xul’,hw=√xul’=as=m=PROG,painting one's face,
5421,xul’aythut,xul'aythut,√xul’,√xul’=aythin=t,paint someone's lips,
5422,xuxul’a’ithut,xuxul'a'ithut,√xul’,√xul’=aythin=t=PROG,painting someone's lips,
5423,xul’aythinum,xul'aythinum,√xul’,√xul’=aythin=m,paint one's lips,
5424,xuxul’a’ithi’num’,xuxul'a'ithi'num',√xul’,√xul’=aythin=m=PROG,painting one's lips,
5425,xul’tsust,xul'tsust,√xul’,√xul’=tsus=t,mark someone's hands,
5426,xul’utsust,xul'utsust,√xul’,√xul’=tsus=t,paint someone's hands,
5427,xuxul’utsust,xuxul'utsust,√xul’,√xul’=tsus=t=PROG,painting someone's hands,
5428,xul’a’luw’tsust,xul'a'luw'tsust,√xul’,√xul’=a’luw’=tsus=t,paint someone's fingers,
5429,xuxul’a’luw’tsust,xuxul'a'luw'tsust,√xul’,√xul’=a’luw’=tsus=t=PROG,painting someone's fingers,
5430,xulel’t-hw,xulel't-hw,√xul’,√xul’=el’t=hw,"Halalt: village on Chemainus River,Westholme",
5431,xul’ule’tst,xul'ule'tst,√xul’,√xul’=ule’ts=t,"mark it (a bundle,suitcase or dresser)",
5432,hwxul’ulqst,hwxul'ulqst,√xul’,hw=√xul’=ulqsun=t,paint someone's nose,
5433,hwxuxulul’qst,hwxuxulul'qst,√xul’,hw=√xul’=ulqsun=t=PROG,painting someone's nose,
5434,xuluw’ulh,xuluw'ulh,√xul’,√xul’=uwulh,"mark: make designs on the (out)-side of a canoe,basket or box",
5435,xuxuluw’ulh,xuxuluw'ulh,√xul’,√xul’=uwulh=PROG,"marking: making designs on the (out)-side of a canoe,basket or box",
5436,shxuluw’i’ts,shxuluw'i'ts,√xul’,s=hw=√xul’=uw’i’ts=STA,painted back,
5437,hwxuluw’i’tst,hwxuluw'i'tst,√xul’,hw=√xul’=uw’i’ts=t,paint someone's back,
5438,hwxuxuluw’i’tst,hwxuxuluw'i'tst,√xul’,hw=√xul’=uw’i’ts=t=PROG,painting someone's back,
5439,xuluw’t-hwt,xuluw't-hwt,√xul’,√xul’=uw’t-hw=t,mark a house,
5440,xuxuluw’t-hwt,xuxuluw't-hwt,√xul’,√xul’=uw’t-hw=t=PROG,marking a house,
5441,xul’inust,xul'inust,√xul’,√xul’=inus=t,paint someone's chest,
5442,xuxul’i’nust,xuxul'i'nust,√xul’,√xul’=inus=t=PROG,painting someone's chest,
5443,shxul’nets,shxul'nets,√xul’,s=hw=√xul’=nets=STA,painted bottom,Also shxuxul'nets.
5444,shxuxul’nets,shxuxul'nets,√xul’,s=hw=√xul’=nets=STA,painted bottom,Also shxul'nets.
5445,hwxul’nutst,hwxul'nutst,√xul’,hw=√xul’=nets=t,paint someone's bottom,
5446,xul’qun,xul'qun,√xul’,√xul’=qin,coarse (of wool),
5447,xul’shenum,xul'shenum,√xul’,√xul’=shen=m,paint one's feet,
5448,xuxul’she’num’,xuxul'she'num',√xul’,√xul’=shen=m=PROG,painting one's feet,
5449,sxul’ulwulh,sxul'ulwulh,√xul’,s=√xul’=ul=welh,duck: canvasback,
5450,xul’ts’,xul'ts',√xul’ts’,√xul’ts’,twist: get twisted,
5451,xul’xul’ts’,xul'xul'ts',√xul’ts’,√xul’ts’=RDP,goose: Brant goose,
5452,sxel’ts’,sxel'ts',√xul’ts’,s=√xul’ts’=STA,twisted,
5453,xul’ts’nuhw,xul'ts'nuhw,√xul’ts’,√xul’ts’=nehw,"turn it,twist it (manage to)",
5454,xul’ts’t,xul'ts't,√xul’ts’,√xul’ts’=t,"turn it,twist it",
5455,xults’thut,xults'thut,√xul’ts’,√xul’ts’=that,turn oneself around; turn over; spin,
5456,xal’ts’thut,xal'ts'thut,√xul’ts’,√xul’ts’=that=PROG,turning oneself around,
5457,hwu sxal’ts’tul’,hwu sxal'ts'tul',√xul’ts’,hwu s=√xul’ts’=tal=STA,twisted together (become),
5458,xulh,xulh,√xulh,√xulh,"hurt,ache,get sore",
5459,sxulh,sxulh,√xulh,s=√xulh,sickness,
5460,xuxulh,xuxulh,√xulh,√xulh=PROG,hurting,
5461,hwxullhalus,hwxullhalus,√xulh,hw=√xulh=alus=PL,hurt eyes,
5462,xlhetsus,xlhetsus,√xulh,√xulh=tses=STA,sore hand; overspent,
5463,xi’xuxulhtsus,xi'xuxulhtsus,√xulh,√xulh=tsus=DIM=PROG,sore hand DIM,
5464,xlhulnus,xlhulnus,√xulh,√xulh=ul=nus,toothache: get a toothache,
5465,xulhul’nus,xulhul'nus,√xulh,√xulh=ul=nus=PROG,toothache: have a toothache,
5466,xlhultslh,xlhultslh,√xulh,√xulh=ultslh,sorry; hurt feelings,
5467,xulhul’tslh,xulhul'tslh,√xulh,√xulh=ultslh=PROG,hurt feelings: having hurt feelings,
5468,shxulhul’tslh,shxulhul'tslh,√xulh,shhw=√xulh=ultslh=PROG,hurt feelings: what causes one to feel bad,
5469,xlhiluws,xlhiluws,√xulh,√xulh=il=uws,suffer,
5470,xulhuluw’s,xulhuluw's,√xulh,√xulh=ul=uws=PROG,"suffering,aching",
5471,hwxlhuw’i’ts,hwxlhuw'i'ts,√xulh,hw=√xulh=uw’i’ts,backache (get a backache),
5472,hwxulhuw’i’ts,hwxulhuw'i'ts,√xulh,hw=√xulh=uw’i’ts=PROG,backache (having a backache),
5473,xlhinus,xlhinus,√xulh,√xulh=inus,chest-ache,
5474,xlhi’qw,xlhi'qw,√xulh,√xulh=i’qw,headache (get a headache),
5475,suxulhnet,suxulhnet,√xulh,s=√xulh=net=RDP,"Sunday,week",Also pronounced sxuxulhnet.
5476,xum’xum’,xum'xum',√xum’,√xum’=RDP,fern: horsetail fern,
5477,sxi’xam’hwus,sxi'xam'hwus,√xumhw,s=√xumhw=as=STA=DIM,haircut: got haircut already DIM,
5478,xumhwustum,xumhwustum,√xumhw,√xumhw=as=t=m,haircut: cut hair PASS,
5479,xumhwusum,xumhwusum,√xumhw,√xumhw=as=m,haircut: have a haircut,Note thematic patient. subject despite -m.
5480,xam’hwusum’,xam'hwusum',√xumhw,√xumhw=as=m=PROG,haircut: having hair cut,
5481,xi’xam’hwusum’,xi'xam'hwusum',√xumhw,√xumhw=as=m=DIM=PROG,haircut: having one's hair cut DIM,
5482,xunuq’t,xunuq't,√xunuq’,√xunuq’=t,open your eyes,
5483,xuxunuq’t,xuxunuq't,√xunuq’,√xunuq’=t,opening eyes,Note that this does not take the transitive subject suffix -us.
5484,xuli’xuxun’uq’t,xuli'xuxun'uq't,√xunuq’,√xunuq’=t=DIM=PL=PROG,opening eyes DIM PL,
5485,xun’eq’t,xun'eq't,√xunuq’t,√xunuq’t=STA,eyes are open; keep eyes open,
5486,xuxun’,xuxun',√xun’,√xun’=RDP,frost,
5487,sxun’u,sxun'u,√xun’u,s=√xun’u,"foot,leg",
5488,sxuxi’nu,sxuxi'nu,√xun’u,s=√xun’u=PL,"legs,feet",
5489,sxuxune’,sxuxune',√xun’u,s=√xun’u=DIM=PL,legs DIM,Also pronounced sxuxun'u.
5490,sxixne’,sxixne',√xun’u,s=√xun’u=DIM,foot: little foot DIM,
5491,sxul’ixne’,sxul'ixne',√xun’u,s=√xun’u=DIM=PL,feet: little feet DIM,See also sxuxun'u and sxuxune'.
5492,shxun’utun,shxun'utun,√xun’u,shhw=√xun’u=ten,tracks,
5493,shxapsul’us,shxapsul'us,√xups,s=hw=√xups=alus=STA,mucus: have mucus in the eyes,
5494,xushun’,xushun',√xushun’,√xushun’,trap (an animal trap),
5495,xushun’t,xushun't,√xushun’,√xushun’=t,trap it,
5496,xusht’en’,xusht'en',√xusht’en’,√xusht’en’,egg: flea or louse eggs,
5497,sxet-sh,sxet-sh,√xut-sh,s=√xut-sh,mucus in the chest (lungs),
5498,xet-shtum’,xet-shtum',√xut-sh,√xut-sh=t=m=PROG,mucus: have mucus in the chest,
5499,xet-shum’,xet-shum',√xut-sh,√xut-sh=m=PROG,congested chest,
5500,xut’kw’t,xut'kw't,√xut’kw’,√xut’kw’=t,whittle on it," See also xt'ekw',carve."
5501,xet’kw’t,xet'kw't,√xut’kw’,√xut’kw’=t,whittling on it,
5502,xut’kw’els,xut'kw'els,√xut’kw’,√xut’kw’=els,"whittle,carve",
5503,xet’ukw’um,xet'ukw'um,√xut’kw’,√xut’kw’=m,gnaw,
5504,xet’kw’ul’s,xet'kw'ul's,√xut’kw’,√xut’kw’=els=PROG,"whittling,gnawing",
5505,xet’kw’um’,xet'kw'um',√xut’kw’,√xut’kw’=m=PROG,gnawing,
5506,hwxut’kw’ust,hwxut'kw'ust,√xut’kw’,hw=√xut’kw’=as=t,scrape off a dry fish (to get rid of hard part),
5507,hwxat’kw’ust,hwxat'kw'ust,√xut’kw’,hw=√xut’kw’=as=t=PROG,scraping off a dry fish (to get rid of hard part),
5508,sxutth’um,sxutth'um,√xutth’um,s=√xutth’um,hair: dog hair,Blended with goat’s wool and woven. Also transcribed as sxtth'um BC 30JAN81.
5509,xuw’xuw’iinlhp,xuw'xuw'iinlhp,√xuw’,√xuw’=in=ulhp=RDP,thistle,
5510,sxuw’u,sxuw'u,√xuw’u,s=√xuw’u,spine,
5511,sxuw’q’um’,sxuw'q'um',√xuw’q’um,s=√xuw’q’um,steelhead,
5512,sxayukw’us,sxayukw'us,√xuyukw’,s=√xuyukw’=as,raccoon ,
5513,xuyukw’ustum,xuyukw'ustum,√xuyukw’,√xuyukw’=as=t=m,nightmare (have a nightmare),This involves seeing the dead and one does not have to be asleep.
5514,xi’xuyakw’usthe’lum’,xi'xuyakw'usthe'lum',√xuyukw’,√xuyukw’=as=t=selum=DUR,nightmare: I am having a nightmare,
5515,xuytl’,xuytl',√xuytl’,√xuytl’,cold,
5516,sxuytl’,sxuytl',√xuytl’,s=√xuytl’,cold time (for ex winter),
5517,xuytl’that,xuytl'that,√xuytl’,√xuytl’=that,cold (weather becomes cold),
5518,yu xay’tl’thut,yu xay'tl'thut,√xuytl’,yu √xuytl’=that=PROG,"fall,autumn: cold (getting cold,of weather)",
5519,tum’xuytl’,tum'xuytl',√xuytl’,tum’=√xuytl’,winter,
5520,xuytl’ulhqa’,xuytl'ulhqa',√xuytl’,√xuytl’=ulh=√qa’,cold water,
5521,xuy’ut,xuy'ut,√xuy’,√xuy’=t,"beat it (person,animal)",
5522,sxuy’us,sxuy'us,√xuy’us,s=√xuy’us,head,
5523,sxuy’usa’qw,sxuy'usa'qw,√xuy’us,s=√xuy’us=a’qw,fish head,
5524,xuy’xuy’tl’,xuy'xuy'tl',√xuy’tl’,√xuy’tl’=RDP,cod eggs (roe),
5525,xu’athun,xu'athun,√xu’athin,√xu’athin,four,Possibly this is √xe'-athin.
5526,sxu’athuns,sxu'athuns,√xu’athin,s=√xu’athin,fourth,
5527,sxu’athuns,sxu'athuns,√xu’athin,s=√xu’athin,Thursday,
5528,xuxu’athun,xuxu'athun,√xu’athin,√xu’athin=PROG,four (for ex lasting four days),
5529,yu xuxa’uthun’,yu xuxa'uthun',√xu’athin,yu √xu’athin=PROG,four (canoes moving along),
5530,xa’uthun’stuhw,xa'uthun'stuhw,√xu’athin,√xu’athin=stuhw,bring in fours,
5531,xuthunalus,xuthunalus,√xu’athin,√xu’athin=alus,four stitches (as counting a pattern width in knitting),
5532,xuthinus,xuthinus,√xu’athin,√xu’athin=as,four dollars/round objects,
5533,xuthi’na’qw,xuthi'na'qw,√xu’athin,√xu’athin=a’qw,"four (heads: fishheads,round things)"," This form or xuthinus can be used for some objects,such as sqewth."
5534,xuthiinu,xuthiinu,√xu’athin,√xu’athin=elu,four people,
5535,xuthunelh,xuthunelh,√xu’athin,√xu’athin=elh,four times,
5536,sxuthunelh,sxuthunelh,√xu’athin,s=√xu’athin=elh,fourth time,
5537,xuthunelhum,xuthunelhum,√xu’athin,√xu’athin=elh=m,four helpings (have four),
5538,xuthinuw’t-hw,xuthinuw't-hw,√xu’athin,√xu’athin=ew’t-hw,four houses,
5539,sxuthiinlhp,sxuthiinlhp,√xu’athin,s=√xu’athin=ulhp,four trees,
5540,xuthinuqun,xuthinuqun,√xu’athin,√xu’athin=uqun,four containers,
5541,xuthinuwulh,xuthinuwulh,√xu’athin,√xu’athin=uwulh,four canoes,
5542,yu xuthi’nuw’ulh,yu xuthi'nuw'ulh,√xu’athin,yu √xu’athin=uwulh=PROG,four canoes going along,Also pronounced yuxuthun'uw'ulh.
5543,xuthuwoonhw,xuthuwoonhw,√xu’athin,√xu’athin=uwoonhw,four years,
5544,xuthunlhshe’,xuthunlhshe',√xu’athin,√xu’athin=ulhshe’,forty,
5545,xuthinulhsha’us,xuthinulhsha'us,√xu’athin,√xu’athin=ulhshe’=as,forty dollars,
5546,xikw’ut,xikw'ut,√xikw’,√xikw’=t,gnaw,See also xet'ukw'um.
5547,xixukw’ut,xixukw'ut,√xikw’,√xikw’=t,gnawing,
5548,xilux,xilux,√xilux,√xilux,war: go to war,
5549,xixul’ux,xixul'ux,√xilux,√xilux=PROG,war: being at war,
5550,ts’lhxilux,ts'lhxilux,√xilux,ts’lh=√xilux,war: one who died at war,
5551,ts’lhxixul’ux,ts'lhxixul'ux,√xilux,ts’lh=√xilux=PROG,"war: fellow-warrior,a comrade in arms",
5552,xil’e’ts,xil'e'ts,√xil’e’ts,√xil’e’ts,"salmon: dog salmon,after spawning",See also sine'uts and kw'a'luhw.
5553,sxumxum,sxumxum,√xim,s=√xim=RDP,scouring rush,Possibly burdock.
5554,ximut,ximut,√xim,√xim=t,"grab it,grab hold of; claw",
5555,xumnuhw,xumnuhw,√xim,√xim=nehw,grab it (manage to),
5556,yu xixum’ut,yu xixum'ut,√xim,yu √xim=t=PROG,grabbing it,
5557,ximutum,ximutum,√xim,√xim=t=m,"grab,claw PASS",
5558,xuxumels,xuxumels,√xim,√xim=els=RDP,"hawk (smaller hawk,various accipiter genus birds)",
5559,xumupsemt,xumupsemt,√xim,√xim=upsem=t,grab someone by the back of the neck,
5560,xixum’upsum’t,xixum'upsum't,√xim,√xim=upsem=t=PROG,grabbing someone by the back of the neck,
5561,xinupsum,xinupsum,√xin,√xin=upsem,"Green Point,Kinupsem (a Cowichan reserve)",
5562,xi’num,xi'num,√xin’,√xin’=m,growl,
5563,xixunum’,xixunum',√xin’,√xin’=m=PROG,growling,
5564,xpels,xpels,√xip,√xip=els,strip: pick by stripping off,
5565,xiput,xiput,√xip,√xip=t,strip it: pick it/them by stripping off,
5566,sxixup’,sxixup',√xip’,s=√xip’=STA,"scratched,clawed",
5567,xip’ut,xip'ut,√xip’,√xip’=t,"scratch,scrape it,claw it"," See also xiq'ut,scratch an itch."
5568,xp’els,xp'els,√xip’,√xip’=els,"scratch,claw",
5569,hwxp’alusum,hwxp'alusum,√xip’,hw=√xip’=alus=m,scratch your eyes,
5570,hwxi’xup’ul’usum’,hwxi'xup'ul'usum',√xip’,hw=√xip’=alus=m=PROG=DIM,scratching your eyes,
5571,xp’alst,xp'alst,√xip’,√xip’=als=t,"scratch,test fruit for ripeness by scratch",
5572,xi’xp’al’st,xi'xp'al'st,√xip’,√xip’=als=t=DUR,scratching at it (for ex an apple) (keep on),keep on.
5573,xuxp’al’st,xuxp'al'st,√xip’,√xip’=als=t=DUR,"scratching,testing fruit all the way round,for ripeness",
5574,xixup’ul’st,xixup'ul'st,√xip’,√xip’=als=t=PROG,scratching (fruit),
5575,xp’aythinum,xp'aythinum,√xip’,√xip’=aythin=m,"scratch your mouth,lips",get the stress.
5576,xup’i’uthi’num’,xup'i'uthi'num',√xip’,√xip’=aythin=m=PROG,"scratching your mouth,lips",
5577,xuxp’a’i’thi’num’,xuxp'a'i'thi'num',√xip’,√xip’=aythin=m=DUR,"scratching your mouth,lips (keep on)",
5578,xp’a’luw’tsust,xp'a'luw'tsust,√xip’,√xip’=a’luw’=tsus=t,scratch someone's fingers,
5579,hwxp’enwust,hwxp'enwust,√xip’,hw=√xip’=enwus=t,"scratch,claw down one's chest",
5580,xuxp’itsun’,xuxp'itsun',√xip’,√xip’=utsun=RDP,chipmunk,Note the vowel pattern.
5581,hwxp’ulqst,hwxp'ulqst,√xip’,hw=√xip’=ulqsun=t,scratch someone's nose,
5582,hwxp’ulqstum,hwxp'ulqstum,√xip’,hw=√xip’=ulqsun=t=m,scratch someone's nose PASS,
5583,shxup’un’up,shxup'un'up,√xip’,shhw=√xip’=unup=PROG,harrow: spring-toothed harrow,
5584,xup’un’up,xup'un'up,√xip’,√xip’=unup’=PROG,raking or harrowing a field or garden,
5585,hwxp’uw’i’tst,hwxp'uw'i'tst,√xip’,hw=√xip’=uw’i’ts=t,scratch someone's back,
5586,hwxuxp’uw’i’tst,hwxuxp'uw'i'tst,√xip’,hw=√xip’=uw’i’ts=t=DUR,scratching someone's back,
5587,hwxp’uw’i’tsum,hwxp'uw'i'tsum,√xip’,hw=√xip’=uw’i’ts=m,scratch your back,
5588,hwxixup’uw’i’tsum’,hwxixup'uw'i'tsum',√xip’,hw=√xip’=uw’i’ts=m=PROG,scratching your back,
5589,xp’inust,xp'inust,√xip’,√xip’=inus=t,scratch someone's chest,
5590,xuxp’i’nust,xuxp'i'nust,√xip’,√xip’=inus=t=DUR,scratching someone's chest,
5591,xup’lhnent,xup'lhnent,√xip’,√xip’=lhnen=t,scratch someone's throat,Also with hw-cf hwxup'lhnent.
5592,xuxup’lhnen’t,xuxup'lhnen't,√xip’,√xip’=lhnen=t=PROG,scratching someone's throat,Also xixup'lhnen't.
5593,xixup’lhnen’t,xixup'lhnen't,√xip’,√xip’=lhnen=t=PROG ??,scratching someone's throat,Also xuxup'lhnen't.
5594,hwxup’lhnent,hwxup'lhnent,√xip’,hw=√xip’=lhnen=t,scratch someone on throat,Also without hw-. cf xup'lhnent.
5595,hwxuxup’lhnen’t,hwxuxup'lhnen't,√xip’,hw=√xip’=lhnen=t=PROG,scratching someone on the throat,
5596,hwxup’lhnenum,hwxup'lhnenum,√xip’,hw=√xip’=lhnen=m,scratch your throat,
5597,hwxuxup’lhne’num’,hwxuxup'lhne'num',√xip’,hw=√xip’=lhnen=m=PROG,scratching your throat,
5598,hwxup’qut,hwxup'qut,√xip’,hw=√xip’=qin=t,scratch someone's mouth (inside),
5599,hwxixup’qut,hwxixup'qut,√xip’,hw=√xip’=qin=t=PROG,scratching someone's mouth,
5600,hwxup’qinum,hwxup'qinum,√xip’,hw=√xip’=qin=m,scratch your mouth (inside),
5601,hwxup’qinum,hwxup'qinum,√xip’,hw=√xip’=qin=m,scratch the roof of your mouth,
5602,hwxup’qinum,hwxup'qinum,√xip’,hw=√xip’=qin=m,scratch your palate,
5603,hwxuxup’qi’num’,hwxuxup'qi'num',√xip’,hw=√xip’=qin=m=PROG,scratching the inside of your throat/mouth,
5604,sxup’shun’,sxup'shun',√xip’,s=√xip’=shen,fish tail,
5605,xup’shunnuhw,xup'shunnuhw,√xip’,√xip’=shen=nehw,scratch someone's foot (accidentally),
5606,xixup’shun’nuhw,xixup'shun'nuhw,√xip’,√xip’=shen=nehw=PROG,scratching someone's foot/leg (accidentally),
5607,xixup’shut,xixup'shut,√xip’,√xip’=shen=t=PROG,scratching someone's foot,
5608,xup’shenum,xup'shenum,√xip’,√xip’=shen=m,scratch your foot/leg,
5609,xuxup’she’num’,xuxup'she'num',√xip’,√xip’=shen=m=DUR,scratching your foot,
5610,xixup’she’num’,xixup'she'num',√xip’,√xip’=shen=m=PROG,scratching your foot,
5611,xuxp’she’num’,xuxp'she'num',√xip’,√xip’=shen=m=PROG,scratching your leg,
5612,xixup’she’num’,xixup'she'num',√xip’,√xip’=shen=m=PROG,scratching your leg,Also pronounced xuxup'she'num'.
5613,xiq’uthut,xiq'uthut,√xiq,√xiq=that,scratch self,See also √xip'.
5614,xiq’ut,xiq'ut,√xiq,√xiq’=t,scratch it (an itch)," See also xip'ut,scratch,scrape."
5615,xixuq’uthut,xixuq'uthut,√xiq,√xiq’=that=PROG,scratching self,
5616,xixuq’uthut,xixuq'uthut,√xiq,√xiq’=that=PROG,scratching yourself,
5617,xuxq’un’e’,xuxq'un'e',√xiq,√xiq’=un’u=RDP,duck: bufflehead,See also hwuhwtsi'qw.
5618,xuq’shenum,xuq'shenum,√xiq,√xiq’=shen=m,"scratch,scrape your foot/leg",Verify. Is this more like “scrape” than “scratch”?.
