ID,orthography,apaunicode,straight,root,parse,definition,note
6090,yuxwula’us,yəx̌ʷəlaʔəs,y;≈ø;la÷;s,√yuxwule’,√yuxwule’,village on Kuper Island (lit,
6091,yits’ut,yic̓ət,yiç;t,√yits’,√yits’=t,sand it (rub it down with sand)," Hand-rubbing a canoe or other woodwork. A cloth is placed over the sand. Planks, s'iil'tuhw, were sanded on one side."
6092,yit’um,yit̓əm,yi†;m,√yit’,√yit’=m,sweat dirty sweat (mixed with dirt),
6093,yiq,yiq,yiq,√yiq,√yiq,snow (to snow),Locative subject.
6094,yi’yuq,yiy̓əq,yi¥;q,√yiq,√yiq=PROG,snowing,Locative subject.
6095,yiqum,yiqəm,yiq;m,√yiq,√yiq=m,"fall, tip over, (for ex a pile of baskets)",
6096,yixw,yix̌ʷ,yi≈ø,√yixw,√yixw,"topple, collapse",
6097,yi’yuxw,yiy̓əx̌ʷ,yi¥;≈ø,√yixw,√yixw=PROG,falling apart,
6098,’aat,ʔa:t,÷a:t,√’aa,√’aa=t,"call, invite",
6099,’a’ut,ʔaʔət,÷a÷;t,√’aa,√’aa=t=PROG,calling (for ex to come),
6100,’i’a’ut,ʔiʔaʔət,÷i÷a÷;t,√’aa,√’aa=t=DIM=PROG,calling DIM,
6101,’a’utham’sh,ʔaʔəθam̓š,÷a÷;ƒaµß,√’aa,√’aa=t=sam’sh,"calling me, invite me",
6102,’aatum,ʔa:təm,÷a:t;m,√’aa,√’aa=t=m,"call PASS, be called, invited",
6103,’a’utum’,ʔaʔətəm̓,÷a÷;t;µ,√’aa,√’aa=t=m=PROG,"calling him, inviting him",
6104,’aam,ʔa:m,÷a:m,√’aa,√’aa=m,call for,
6105,’aalhtsut,ʔa:ɫcət,÷a:®c;t,√’aa,√’aa=lhts=t,ask him/her for something,
6106,’a’ulhtsut,ʔaʔəɫcət,÷a÷;®c;t,√’aa,√’aa=lhts=t=PROG,asking him/her for something,
6107,’aalh,ʔa:ɫ,÷a:®,√’aalh,√’aalh,"ride: get on a vehicle, get aboard"," The historical root is √'alulh. See, for example, 'ula'ulh."
6108,’aalhnamut,ʔa:ɫnamət,÷a:®nam;t,√’aalh,√’aalh=namut,ride: able to get on a vehicle,
6109,’a’ulh,ʔaʔəɫ,÷a÷;®,√’aalh,√’aalh=PROG,ride: getting on canoe,
6110,’ula’ulh,ʔəlaʔəɫ,÷;la÷;®,√’aalh,√’aalh=STA,ride: riding in (a vehicle),
6111,’i’a’ulh,ʔiʔaʔəɫ,÷i÷a÷;®,√’aalh,√’aalh=DIM=PROG,ride: getting on a canoe DIM,
6112,’iila’ulh,ʔi:laʔəɫ,÷i:la÷;®,√’aalh,√’aalh=DIM=STA,ride: staying on a canoe DIM (for ex a small person),
6113,’aalhnuhw,ʔa:ɫnəxʷ,÷a:®n;xø,√’aalh,√’aalh=nehw,"ride: put on a vehicle, give someone a ride (manage to)",
6114,’aalhstuhw,ʔa:ɫstəxʷ,÷a:®st;xø,√’aalh,√’aalh=stuhw,"ride: put it on board, give a ride",
6115,’aalhstamu,ʔa:ɫstamə,÷a:®stam;,√’aalh,√’aalh=stuhw=amu,ride: give you a ride,
6116,’aalhstalu,ʔa:ɫstalə,÷a:®stal;,√’aalh,√’aalh=stuhw=alu,ride: give you-people a ride,
6117,’aalhstam’sh,ʔa:ɫstam̓š,÷a:®staµß,√’aalh,√’aalh=stuhw=am’sh,ride: give me a ride) xwum 'u ch 'i' 'aalhstam'sh,
6118,’aalhstal’hw,ʔa:ɫstal̓xʷ,÷a:®sta¬xø,√’aalh,√’aalh=stuhw=al’hw,ride: give us a ride,
6119,’aalhnewut,ʔa:ɫnewət,÷a:®new;t,√’aalh,√’aalh=nehw=ewut,ride: give a ride PASS,
6120,’aalhstum,ʔa:ɫstəm,÷a:®st;m,√’aalh,√’aalh=stuhw=m,ride: give a ride PASS,
6121,’a’ulhstum’,ʔaʔəɫstəm̓,÷a÷;®st;µ,√’aalh,√’aalh=stuhw=m=PROG,ride: giving a ride PASS,
6122,shhw’aalh,šxʷʔa:ɫ,ßxø÷a:®,√’aalh,shhw=√’aalh,ride: a ride,
6123,’aalhnamut,ʔa:ɫnamət,÷a:®nam;t,√’aalh,√’aalh=nehw=amut,ride: give you a ride (manage to) PASS,
6124,’aalhneelt,ʔa:ɫne:lt,÷a:®ne:lt,√’aalh,√’aalh=nehw=elt,ride: give me a ride (manage to) PASS,
6125,’aalhstaam,ʔa:ɫsta:m,÷a:®sta:m,√’aalh,√’aalh=stuhw=amu=m,ride: give you a ride PASS,
6126,’aalhstelum,ʔa:ɫsteləm,÷a:®stel;m,√’aalh,√’aalh=stuhw=elum,ride: give me a ride PASS,
6127,’a’ulhste’lum’,ʔaʔəɫstel̓əm̓,÷a÷;®ste¬;µ,√’aalh,√’aalh=stuhw=elum=PROG,ride: giving me a ride PASS,
6128,’aalhulhtsut,ʔa:ɫəɫcət,÷a:®;®c;t,√’aalh,√’aalh=lhts=t,ride: load it for him,
6129,’aalhstalum,ʔa:ɫstaləm,÷a:®stal;m,√’aalh,√’aalh=stuhw=al=m,ride: give us a ride PASS,
6130,’aalhule’ulhtsut,ʔa:ɫəleʔəɫcət,÷a:®;le÷;®c;t,√’aalh,√’aalh=ule’=lhts=t,"ride: load it for him (a bunch of things, for ex stack them on)",
6131,’aatewut,ʔa:tewət,÷a:tew;t,√’aa,√’aa=t=ewut,call PASS,
6132,hw’akwut,xʷʔakʷət,xø÷akø;t,√’akw,hw=√’akw=t,bend someone over,Bend someone so his chest and knees touch when passing out.
6133,hw’a’kwut,xʷʔaʔkʷət,xø÷a÷kø;t,√’akw,hw=√’akw=t=PROG,bending someone over,
6134,’akw’,ʔak̓ʷ,÷a˚ø,√’akw,√’akw’,hooked,
6135,’ukw’nuhw,ʔəkʷn̓əxʷ,÷;kø∫;xø,√’akw’,√’akw’=nehw,hook it (accidentally),
6136,’akw’ut,ʔak̓ʷət,÷a˚ø;t,√’akw,√’akw’=t,hook it,
6137,’a’kw’ut,ʔaʔk̓ʷət,÷a÷˚ø;t,√’akw,√’akw’=t=PROG,hooking it,
6138,’ukw’els,ʔək̓ʷels,÷;˚øels,√’akw’,√’akw’=els,hang something,
6139,’ukw’alust,ʔək̓ʷaləst,÷;˚øal;st,√’akw’,√’akw’=alus=t,"stitch it (weaving, making a fishnet)",
6140,hw’ukw’alust,xʷʔək̓ʷaləst,xø÷;˚øal;st,√’akw,hw=√’akw’=alus=t,hook stitches,
6141,hw’a’kw’ul’ust,xʷʔaʔk̓ʷəl̓əst,xø÷a÷˚ø;¬;st,√’akw,hw=√’akw’=alus=t=PROG,hooking stitches,
6142,’ukw’alustun,ʔək̓ʷaləstən,÷;˚øal;st;n,√’akw’,√’akw’=alus=ten,needle: used in net-making; rod holding edges of weaving on loom,
6143,s’a’kw’us,sʔaʔk̓ʷəs,s÷a÷˚ø;s,√’akw,s=√’akw’=as,hanging,
6144,’akw’ust,ʔak̓ʷəst,÷a˚ø;st,√’akw,√’akw’=as=t,hang it up,
6145,’i’a’kw’ust,ʔiʔaʔk̓ʷəst,÷i÷a÷˚ø;st,√’akw,√’akw’=as=t=DIM=PROG,hanging it up DIM,
6146,’i’u’a’kw’ust,ʔiʔəʔaʔk̓ʷəst,÷i÷;÷a÷˚ø;st,√’akw,√’akw’=as=t=DIM=DIM=PROG,hanging it DIM,
6147,’uli’a’kw’ust,ʔəliʔaʔk̓ʷəst,÷;li÷a÷˚ø;st,√’akw’,√’akw’=as=t=DIM=PROG=PL,hanging them DIM,
6148,’uli’u’a’kw’ust,ʔəliʔəʔaʔk̓ʷəst,÷;li÷;÷a÷˚ø;st,√’akw’,√’akw’=as=t=DIM=DIM=PROG=PL,hanging them DIM,
6149,s’a’kw’ustum,sʔaʔk̓ʷəstəm,s÷a÷˚ø;st;m,√’akw,s=√’akw’=as=t=m,hung (left hanging) PASS,
6150,shxw’a’kw’usul’s,šx̌ʷʔaʔk̓ʷəsəl̓s,ß≈ø÷a÷˚ø;s;¬s,√’akw,shxw=√’akw’=as=els=PROG,hanger (clotheshanger),
6151,’ukw’emutth’t,ʔək̓ʷemət̓ᶿt,÷;˚øem;˙t,√’akw’,√’akw’=emutth’=t,hook fibre (as in hooking wool in a loom),Hook wool when making skeins; make bullrush mats: pry them when weaving in raffia; making nets: tie knots to make squares.
6152,’a’kw’umutth’t,ʔaʔk̓ʷəmət̓ᶿt,÷a÷˚ø;m;˙t,√’akw,√’akw’=emutth’=t=PROG,hooking it,
6153,’ukw’ule’tst,ʔək̓ʷəleʔct,÷;˚ø;le÷ct,√’akw’,√’akw’=ule’ts=t,hook a bundle (for ex a bale of hay),
6154,’a’kw’ule’tst,ʔaʔk̓ʷəleʔct,÷a÷˚ø;le÷ct,√’akw,√’akw’=ule’ts=t=PROG,hooking bundles (for ex bales of hay),
6155,’ukw’uyun,ʔək̓ʷəyən,÷;˚ø;y;n,√’akw’,√’akw’=uyun,repair a net,
6156,’a’kw’iyun’,ʔaʔk̓ʷiyən̓,÷a÷˚øiy;∫,√’akw,√’akw’=uyun=PROG,repairing a net,
6157,’ukw’uyut,ʔək̓ʷəyət,÷;˚ø;y;t,√’akw’,√’akw’=uyun=t,repair it (a net),
6158,shhw’ukw’iwutun,šxʷʔək̓ʷiwətən,ßxø÷;˚øiw;t;n,√’akw,shhw=√’akw’=iwun=ten,strip: cedar bark strip used for drying clams,
6159,hw’ukw’nutst,xʷʔəkʷn̓əct,xø÷;kø∫;ct,√’akw,hw=√’akw’=nets=t,thread a needle,
6160,’aluxut,ʔaləx̌ət,÷al;≈;t,√’alux,√’alux=t,"collect, gather, select",
6161,’a’luxut,ʔal̓əx̌ət,÷a¬;≈;t,√’alux,√’alux=t=PROG,"collecting, gathering, hunting",
6162,shhw’a’luxut,šxʷʔal̓əx̌ət,ßxø÷a¬;≈;t,√’alux,shhw=√’alux=t=PROG,"collect, gather: what (he) uses to get/select",
6163,’aluxutum,ʔaləx̌ətəm,÷al;≈;t;m,√’alux,√’alux=t=m,"collect, gather, select PASS",
6164,’ulxe’um,ʔəlx̌eʔəm,÷;l≈e÷;m,√’alux,√’alux=m,gather,
6165,’aluxulhtsum,ʔaləx̌əɫcəm,÷al;≈;®c;m,√’alux,√’alux=lhts=m,"gather, collect some for me",
6166,’ulmutsun,ʔəlməcən,÷;lm;c;n,√’almutsun,√’almutsun,wait,
6167,’al’mutsun’,ʔalm̓əcən̓,÷alµ;c;∫,√’almutsun,√’almutsun=PROG,waiting,
6168,’ulmutst,ʔəlməct,÷;lm;ct,√’almutsun,√’almutsun=t,wait for him/it,
6169,’al’mutst,ʔalm̓əct,÷alµ;ct,√’almutsun,√’almutsun=t=PROG,waiting for; waiting and looking after,
6170,’ulmutstum,ʔəlməctəm,÷;lm;ct;m,√’almutsun,√’almutsun=t=m,keep company PASS,
6171,’a’lu,ʔal̓ə,÷a¬;,√’a’lu,√’a’lu,anyway,A particle indicating that the speaker is curious. A particle following the first word of the clause.
6172,na’lu,nal̓ə,na¬;,√’a’lu,√’a’lu,anyway,A contraction of ni' and 'a'lu.
6173,’alhut,ʔaɫət,÷a®;t,√’alh,√’alh=t,"rebuild it, restore it (for ex a keepsake) and look after it",
6174,s’amuna’,sʔamənaʔ,s÷am;na÷,√’amuna’,s=√’amuna’,Somenos (a Cowichan reserve); Duncan,
6175,s’um’amuna’,sʔəm̓amənaʔ,s÷;µam;na÷,√’amuna’,s=√’amuna’=PL,"Somenos, Duncan PL",
6176,s’amuna’lh,sʔamənal̓h,s÷am;na¬h,√’amuna’,s=√’amuna’=a’lh,Somenos (adj,
6177,’amut,ʔamət,÷am;t,√’amut,√’amut,lazy (get lazy),
6178,’a’mut,ʔam̓ət,÷aµ;t,√’amut,√’amut=PROG,lazy (being lazy),See also s'um'mut.
6179,’aant,ʔa:nt,÷a:nt,√’an,√’an=t,let him/her do it; get his way,
6180,’a’un’t,ʔaʔən̓t,÷a÷;∫t,√’an,√’an=t=PROG,letting him/her do it; get his own way,
6181,’anlh,ʔanɫ,÷an®,√’an,√’an=lh,agree,
6182,’a’un’lh,ʔaʔənl̓h,÷a÷;n¬h,√’an,√’an=lh=PROG,agreeing,
6183,’anuw’,ʔanəw̓,÷an;Σ,√’anuw’,√’anuw’,deer fat," See also snas √nas., fat."
6184,’un’an’xwum’,ʔən̓an̓x̌ʷəm̓,÷;∫a∫≈ø;µ,√’anuxw,√’anuxw=m=PROG PL,"barking, making grunting sounds (for ex a seal)",
6185,’a’unlh,ʔaʔənɫ,÷a÷;n®,√’anlh,√’anlh=PROG,agreeing,
6186,’apun,ʔapən,÷ap;n,√’apen,√’apen,ten,
6187,s’apuns,sʔapəns,s÷ap;ns,√’apen,s=√’apen,tenth,
6188,’u’a’pun’,ʔəʔaʔpən̓,÷;÷a÷p;∫,√’apen,√’apen=DIM=PROG,ten ?,
6189,’upanus,ʔəpanəs,÷;pan;s,√’apen,√’apen=as,"ten dollars, ten round objects",
6190,’upeenu,ʔəpe:nə,÷;pe:n;,√’apen,√’apen=elu,ten people,Form is irregular.
6191,’apunelh,ʔapəneɫ,÷ap;ne®,√’apen,√’apen=elh,ten times,
6192,’upenuqun,ʔəpenəqən,÷;pen;q;n,√’apen,√’apen=equn,ten containers,
6193,’upenulhp,ʔəpenəɫp,÷;pen;®p,√’apen,√’apen=ulhp,ten trees,
6194,’upenuwulh,ʔəpenəwəɫ,÷;pen;w;®,√’apen,√’apen=uwulh,ten canoes,
6195,’upuwoonhw,ʔəpəwu:nxʷ,÷;p;wu:nxø,√’apen,√’apen=uwoonhw,ten years,
6196,’aqwut,ʔaqʷət,÷aqø;t,√’aqw,√’aqw=t,soak something that is very dry,
6197,’aqw’ut,ʔaq̓ʷət,÷aœø;t,√’aqw’,√’aqw’=t,cleanse someone (cedar boughs or q'uxmin special seeds soaked and broth applied with branches),
6198,’uqw’iwst,ʔəq̓ʷiwst,÷;œøiwst,√’aqw’,√’aqw’=iws=t,cleanse someone ritually with water and cedar boughs,
6199,’a’qw’uw’st,ʔaʔq̓ʷəw̓st,÷a÷œø;Σst,√’aqw’,√’aqw’=iws=t=PROG,cleansing someone ritually with water and cedar boughs,Also 'i'qw'uw'st.
6200,’i’qw’uw’st,ʔiʔq̓ʷəw̓st,÷i÷œø;Σst,√’aqw’,√’aqw’=iws=t=PROG,cleansing someone ritually with water and cedar boughs,Note the vowel. Also 'a'qw'uw'st.
6201,shhw’aqw’a’,šxʷʔaq̓ʷaʔ,ßxø÷aœøa÷,√’aqw’a’,shhw=√’aqw’a’,"brother, sister, cousin",
6202,shhw’a’luqw’a’,šxʷʔal̓əq̓ʷaʔ,ßxø÷a¬;œøa÷,√’aqw’a’,shhw=√’aqw’a’=PL,"brothers, sisters, cousins",
6203,s’a’luqw’a’,sʔal̓əq̓ʷaʔ,s÷a¬;œøa÷,√’aqw’a’,s=√’aqw’a’=PL,"younger siblings (brothers, sisters, cousins)",Synonymous with squle'uq.
6204,’asum,ʔasəm,÷as;m,√’as,√’as=m,face oneself (in a direction),
6205,’a’t’,ʔaʔt̓,÷a÷†,√’at’,√’at’=PROG,slingshot,
6206,s’a’t’,sʔaʔt̓,s÷a÷†,√’at’,s=√’at’=STA,stretched,
6207,’at’ut,ʔat̓ət,÷a†;t,√’at’,√’at’=t,"stretch it, pull a bowstring",
6208,’at’ul,ʔat̓əl,÷a†;l,√’at’,√’at’=il,stretch (for ex clothing),
6209,hw’ut’alust,xʷʔət̓aləst,xø÷;†al;st,√’at’,hw=√’at’=alus=t,stretch stitches,
6210,hw’a’t’ul’ust,xʷʔaʔt̓əl̓əst,xø÷a÷†;¬;st,√’at’,hw=√’at’=alus=t=PROG,stretching stitches,
6211,’ut’emutth’t,ʔət̓emət̓ᶿt,÷;†em;˙t,√’at’,√’at’=emutth’=t,stretch fibre,
6212,’a’t’um’utth’t,ʔaʔt̓əm̓ət̓ᶿt,÷a÷†;µ;˙t,√’at’,√’at’=emutth’=t=PROG,stretching it (wool),
6213,s’a’t’ul’wut,sʔaʔt̓əlw̓ət,s÷a÷†;lΣ;t,√’at’,s=√’at’=ulwut,sagging (for ex a slip showing),
6214,’ut’ulwutt,ʔət̓əlwətt,÷;†;lw;tt,√’at’,√’at’=ulwut=t,"stretch it (for ex a sweater, clothing)",
6215,’a’t’ul’wutt,ʔaʔt̓əlw̓ətt,÷a÷†;lΣ;tt,√’at’,√’at’=ulwut=t=PROG,"stretching it (for ex a sweater, clothing)",
6216,’athut,ʔaθət,÷aƒ;t,√’ath,√’ath=t,lengthen it; splice; add more," See also ts'hwat, add more substances."
6217,’i’thatul’stuhw,ʔiʔθatəl̓stəxʷ,÷i÷ƒat;¬st;xø,√’ath,√’ath=tal=stuhw=STA,join one to match the other (for ex maps),Note the stative form.
6218,’uthalust,ʔəθaləst,÷;ƒal;st,√’ath,√’ath=alus=t,splice in a piece (for ex replace snipped off stitches in knitting; replace knots in a net),
6219,’a’thul’ust,ʔaʔθəl̓əst,÷a÷ƒ;¬;st,√’ath,√’ath=alus=t=PROG,splicing in a piece,
6220,’atha’qw,ʔaθaʔqʷ,÷aƒa÷qø,√’ath,√’ath=a’qw,bake something (for ex potatoes),Possibly the root is √'eth.
6221,’a’tha’qw,ʔaʔθaʔqʷ,÷a÷ƒa÷qø,√’ath,√’ath=a’qw=PROG,baking something (for ex potatoes),
6222,s’atha’qw,sʔaθaʔqʷ,s÷aƒa÷qø,√’ath,s=√’eth=a’qw,"baked (potato, carrot), wrapped and baked by the fire",
6223,’uthemutth’t,ʔəθemət̓ᶿt,÷;ƒem;˙t,√’ath,√’ath=emutth’=t,"mend it, broken parts of weaving",
6224,’e’the’mutth’t,ʔeʔθem̓ət̓ᶿt,÷e÷ƒeµ;˙t,√’ath,√’ath=emutth’=t=DUR,mending broken parts of weaving,
6225,s’a’thule’ts,sʔaʔθəleʔc,s÷a÷ƒ;le÷c,√’ath,s=√’ath=ule’ts,"added to (bales, bundles)",
6226,’uthule’tst,ʔəθəleʔct,÷;ƒ;le÷ct,√’ath,√’ath=ule’ts=t,"add more bales to it (bales of hay, bundles of lumber)",
6227,’atha’qwt,ʔaθaʔqʷt,÷aƒa÷qøt,√’ath,√’ath=a’qw=t,bake it,
6228,’aw’thut,ʔaw̓θət,÷aΣƒ;t,√’aw’,√’aw’=thut,quick (be quick),Root not identified.
6229,’a’hwul’muhw,ʔaʔxʷəlm̓əxʷ,÷a÷xø;lµ;xø,√’ahw,√’ahw=ulmuhw,couple: man and wife,
6230,s’axwa’,sʔax̌ʷaʔ,s÷a≈øa÷,√’axwa’,s=√’axwa’,clam: butter clam," Also used as a general term for clams. See also skw'lhey', littleneck clam, and sweem, horseclam."
6231,’ayum,ʔayəm,÷ay;m,√’ayum,√’ayum,slow; late,
6232,’ayumshun,ʔayəmšən,÷ay;mß;n,√’ayum,√’ayum=shen,"slow footed, slow running",
6233,’a’a’ni’,ʔaʔan̓iʔ,÷a÷a∫i÷,√’a’a’ni’,√’a’a’ni’,"duck: long-tailed duck, old squaw",
6234,’e’ut,ʔeʔət,÷e÷;t,√’e,√’e=ut,here,"See also na'ut √na'., there. This is the masculine form cf. 'e'uth. Functioning as a predicate in 2nd example."
6235,’e’uth,ʔeʔəθ,÷e÷;ƒ,√’e,√’e=uth,here (feminine)," See also 'e'ut, na'uth [√na']. Functioning as a predicate in 2nd example."
6236,’eey’,ʔe:y̓,÷e:¥,√’eey’,√’eey’,"at it, doing it",
6237,’uy’eey’,ʔəy̓e:y̓,÷;¥e:¥,√’eey’,√’eey’=PL,doing PL,
6238,’elush,ʔeləš,÷el;ß,√’elush,√’elush,sister or female cousin of a man; brother or male cousin of a woman,
6239,shhw’elush,šxʷʔeləš,ßxø÷el;ß,√’elush,shhw=√’elush,"sister-in-law: woman's husband's sister, brother's or male cousin's wife",
6240,’ul’elush,ʔəl̓eləš,÷;¬el;ß,√’elush,√’elush=PL,"brothers of a single woman, sisters of a single man",
6241,’e’lul’ush,ʔel̓əl̓əš,÷e¬;¬;ß,√’elush,√’elush=PL=PROG,"brothers of a single woman, sisters of a single man",
6242,shhw’ul’elush,šxʷʔəl̓eləš,ßxø÷;¬el;ß,√’elush,shhw=√’elush=PL,womans' husband's sisters; male cousin's wives; husband's female cousins,
6243,’eluhw,ʔeləxʷ,÷el;xø,√’eluhw,√’eluhw,"waste, a pity to waste",
6244,s’eluhw,sʔeləxʷ,s÷el;xø,√’eluhw,s=√’eluhw,"old, elder: an old person",
6245,s’ul’eluhw,sʔəl̓eləxʷ,s÷;¬el;xø,√’eluhw,s=√’eluhw=PL,elders,
6246,’ul-hwilmuhw,ʔəl-xʷilməxʷ,÷;l-xøilm;xø,√’eluhw,√’eluhw=il=muhw,lineage of people,
6247,’eli,ʔeli,÷eli,√’eli,√’eli,away: go away,
6248,’eliyustuhw,ʔeliyəstəxʷ,÷eliy;st;xø,√’eli,√’eli=stuhw,away: take away,
6249,’elhtun,ʔeɫtən,÷e®t;n,√’elhtun,√’elhtun,"they, them"," Transcribed also as 'eelhtun, elhtun. The glottal stop may not be systematic. Sentence 1 optionally indicates a third person plural subject. Sentence 2 optionally indicates a plural object."
6250,’amust,ʔaməst,÷am;st,√’em,√’em=as=t,"give, hand to"," See also 'ehwe't, give which does not imply handing. 'amust also used when speaking of things given by parents to their children."
6251,’aam’ust,ʔa:m̓əst,÷a:µ;st,√’em,√’em=as=t=PROG,giving,
6252,’i’a’must,ʔiʔam̓əst,÷i÷aµ;st,√’em,√’em=as=t=DIM=PROG,giving DIM,
6253,’amustal’hw,ʔaməstal̓xʷ,÷am;sta¬xø,√’em,√’em=as=t=al’hw,give it to us,Note that the recipient is the object.
6254,’amusthamu,ʔaməsθamə,÷am;sƒam;,√’em,√’em=as=t=amu,give it to you,
6255,s’amuthamu,sʔaməθamə,s÷am;ƒam;,√’em,s=√’em=as=t=samu,give you: what you are given,
6256,’amustum,ʔaməstəm,÷am;st;m,√’em,√’em=as=t=m,give PASS,
6257,’amustewut,ʔaməstewət,÷am;stew;t,√’em,√’em=as=t=ewut,give PASS,
6258,’umyulht,ʔəmyəɫt,÷;my;®t,√’em,√’em=y=lh=t,give daughter in marriage to husband's family,Possibly the suffix is -uy˘j ‘offspring’.
6259,’e’muqt,ʔem̓əqt,÷eµ;qt,√’e’muq,√’e’muq=t,"return it, take it back",
6260,’ee’muqt,ʔe:m̓əqt,÷e:µ;qt,√’e’muq,√’e’muq=t=PROG,returning it,
6261,’e’muqth,ʔem̓əqθ,÷eµ;qƒ,√’e’muq,√’e’muq=t=sam’sh,"return me, bring me home",
6262,’e’muqthamu,ʔem̓əqθamə,÷eµ;qƒam;,√’e’muq,√’e’muq=t=samu,return you,
6263,hw’i’muqnetst,xʷʔim̓əqnect,xø÷iµ;qnect,√’e’muq,hw=√’e’muq=nets=t=PROG,"delivering (money, person)",Note the vowel.
6264,’een’thu,ʔe:n̓θə,÷e:∫ƒ;,√’een’thu,√’een’thu,I (it is me)," See tsun for “I” as a subject and, for example, hulitham'sh “save me”, for “me” as an object. Also recorded as 'unthu and 'en'thu."
6265,’i’een’thu,ʔiʔe:n̓θə,÷i÷e:∫ƒ;,√’en’thu,√’en’thu=DIM,I (it is me) DIM,
6266,’eshw,ʔešw,÷eßw,√’eshw,√’eshw,seal,
6267,’etth’ut,ʔet̓ᶿət,÷e˙;t,√’etth’,√’etth’=t,"wipe it, rub it out, erase it",
6268,’e’tth’ut,ʔeʔt̓ᶿət,÷e÷˙;t,√’etth’,√’etth’=t=PROG,"wiping, rubbing out, erasing",
6269,shhw’e’tth’ul’s,šxʷʔeʔt̓ᶿəl̓s,ßxø÷e÷˙;¬s,√’etth’,shhw=√’etth’=els=PROG,eraser,
6270,shhw’a’tth’us,šxʷʔaʔt̓ᶿəs,ßxø÷a÷˙;s,√’etth’,s=hw=√’etth’=as=STA,wiped face,
6271,hw’atth’ust,xʷʔat̓ᶿəst,xø÷a˙;st,√’etth’,hw=√’etth’=as=t,wipe someone's face,
6272,hw’atth’usnuhw,xʷʔat̓ᶿəsnəxʷ,xø÷a˙;sn;xø,√’etth’,hw=√’etth’=as=nehw,wipe someone's face (manage to),
6273,hw’atth’usum,xʷʔat̓ᶿəsəm,xø÷a˙;s;m,√’etth’,hw=√’etth’=as=m,wipe one's face,
6274,hw’a’tth’usum’,xʷʔaʔt̓ᶿəsəm̓,xø÷a÷˙;s;µ,√’etth’,hw=√’etth’=as=m=PROG,wiping one's face,
6275,’utth’aythut,ʔət̓ᶿayθət,÷;˙ayƒ;t,√’etth’,√’etth’=aythin=t,wipe someone's mouth,
6276,’a’tth’i’uthut,ʔaʔt̓ᶿiʔəθət,÷a÷˙i÷;ƒ;t,√’etth’,√’etth’=aythin=t=PROG,wiping opening (for ex bottles),
6277,hw’a’tth’i’uthut,xʷʔaʔt̓ᶿiʔəθət,xø÷a÷˙i÷;ƒ;t,√’etth’,hw=√’etth’=aythin=t=PROG,wiping someone's mouth,
6278,’utth’emutth’t,ʔət̓ᶿemət̓ᶿt,÷;˙em;˙t,√’etth’,√’etth’=emutth’=t,wipe the grain (for ex of a paddle),
6279,’e’tth’umutth’t,ʔeʔt̓ᶿəmət̓ᶿt,÷e÷˙;m;˙t,√’etth’,√’etth’=emutth’=t=PROG,wiping the grain (for ex of a paddle),
6280,’utth’enwust,ʔət̓ᶿenwəst,÷;˙enw;st,√’etth’,√’etth’=enwus=t,wipe someone's chest," Roughly equivalent to 'utth'inust, but lower."
6281,’e’tth’ul’wut,ʔeʔt̓ᶿəlw̓ət,÷e÷˙;lΣ;t,√’etth’,√’etth’=ulwut=PROG,wiping off clothes,
6282,’utth’ulwutum,ʔət̓ᶿəlwətəm,÷;˙;lw;t;m,√’etth’,√’etth’=ulwut=m,wipe off one's clothes,
6283,’e’tth’ul’wutum’,ʔeʔt̓ᶿəlw̓ətəm̓,÷e÷˙;lΣ;t;µ,√’etth’,√’etth’=ulwut=m=PROG,wiping off one's clothes,
6284,’e’tth’uwe’lht,ʔeʔt̓ᶿəwel̓ht,÷e÷˙;we¬ht,√’etth’,√’etth’=uwe’lh=t=PROG,"wiping down sides (of a canoe), someone's back",
6285,’utth’uwulh,ʔət̓ᶿəwəɫ,÷;˙;w;®,√’etth’,√’etth’=uwulh,wipe down a canoe,
6286,’e’tth’uw’ulh,ʔeʔt̓ᶿəw̓əɫ,÷e÷˙;Σ;®,√’etth’,√’etth’=uwulh=PROG,wiping down a canoe,
6287,hw’utth’uw’i’tst,xʷʔət̓ᶿəw̓iʔct,xø÷;˙;Σi÷ct,√’etth’,hw=√’etth’=uw’i’ts=t,wipe someone's back,
